data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7228764,218,ECU709,709,2020-09-16,2020,1,Protests,Peaceful protest,Protesters (Ecuador),Labour Group (Ecuador),6,,,0,60,South America,Ecuador,Carchi,Mira,Mira,Mira,0.5500,-78.0410,1,El Universo (Ecuador),National,"On 16 September 2020, in Mira, Carchi, workers staged a demonstration against the economic measures taken by the government, the layoffs of workers, delayed payments and budget cuts of public universities, due to the economic impact caused by the coronavirus pandemic lockdown measures. [size=no report]",0,1600726063,ECU
7228765,218,ECU710,710,2020-09-16,2020,1,Riots,Violent demonstration,Rioters (Ecuador),FUT: United Workers' Front; Labour Group (Ecuador); Students (Ecuador); Indigenous Group (Ecuador),5,Police Forces of Ecuador (2007-),,1,15,South America,Ecuador,Pichincha,Quito,Quito,Quito,-0.2299,-78.5250,1,El Universo (Ecuador),National,"On 16 September 2020, in Quito, Pichincha, dozens of students, indigenous citizens, and workers members of the United Workers' Front (FUT) staged a demonstration by marching on 10 de Agosto avenue towards Santo Domingo square, to reject the economic measures taken by the government, including the layoffs and budget cuts, due to the economic impact caused by the coronavirus pandemic lockdown measures. The demonstrators clashed with police forces, who used water canons against the demonstrators. [size=dozens]",0,1600726063,ECU
7228766,218,ECU711,711,2020-09-16,2020,1,Protests,Peaceful protest,Protesters (Ecuador),Labour Group (Ecuador),6,,,0,60,South America,Ecuador,Carchi,Montufar,San Gabriel,San Gabriel,0.5932,-77.8308,1,El Universo (Ecuador),National,"On 16 September 2020, in San Gabriel, Carchi, workers staged a demonstration by blocking the E35 highway to reject the economic measures taken by the government, the layoffs of workers, delayed payments and budget cuts of public universities, due to the economic impact caused by the coronavirus pandemic lockdown measures. [size=no report]",0,1600726063,ECU
7228767,218,ECU712,712,2020-09-16,2020,1,Protests,Peaceful protest,Protesters (Ecuador),Labour Group (Ecuador); UNE: National Union of Educators; Teachers (Ecuador),6,,,0,60,South America,Ecuador,Carchi,Tulcan,Tulcan,Tulcan,0.8119,-77.7173,1,El Universo (Ecuador),National,"On 16 September 2020, in Tulcan, Carchi, around 800 workers members of Tulcan Municipality workers union and different unions, and teachers members of the National Union of Educators (UNE) staged a demonstration against the economic measures taken by the government, including the layoffs of workers, delayed payments and budget cuts of public universities, due to the economic impact caused by the coronavirus pandemic lockdown measures. [size=around 800]",0,1600726063,ECU
7228690,218,ECU703,703,2020-09-15,2020,1,Protests,Protest with intervention,Protesters (Ecuador),Health Workers (Ecuador),6,Police Forces of Ecuador (2007-),,1,16,South America,Ecuador,Pichincha,Quito,Quito,Quito,-0.2299,-78.5250,1,El Comercio (Ecuador),National,"On 15 September 2020, in Quito, Pichincha, a group of postgraduate doctors who have worked during the coronavirus pandemic staged a demonstration by marching towards Carondelet palace, to demand the payment of the extraordinary contracts given during the pandemic. Police forces dispersed the demonstrators with tear gas before they could reach Carondelet palace. [size=no report]",0,1600726063,ECU
7228691,218,ECU700,700,2020-09-15,2020,1,Protests,Peaceful protest,Protesters (Ecuador),Health Workers (Ecuador),6,,,0,60,South America,Ecuador,Azuay,Cuenca,Cuenca,Cuenca,-2.9006,-79.0045,1,El Comercio (Ecuador),National,"On 15 September 2020, in Cuenca, Azuay, a group of postgraduate doctors who have worked during the coronavirus pandemic staged a demonstration outside Vicente Corral Moscoso hospital, to demand the payment of the extraordinary contracts given during the coronavirus pandemic. [size=no report]",0,1600726063,ECU
7228692,218,ECU702,702,2020-09-15,2020,1,Protests,Peaceful protest,Protesters (Ecuador),Health Workers (Ecuador),6,,,0,60,South America,Ecuador,Guayas,Guayaquil,Guayaquil,Guayaquil,-2.1962,-79.8862,1,El Comercio (Ecuador),National,"On 15 September 2020, in Guayaquil, Guayas, a group of postgraduate doctors who have worked during the coronavirus pandemic staged a demonstration in the city, to demand the payment of the extraordinary contracts given during the coronavirus pandemic. [size=no report]",0,1600726063,ECU
7228777,218,ECU701,701,2020-09-15,2020,1,Protests,Peaceful protest,Protesters (Ecuador),,6,,,0,60,South America,Ecuador,Guayas,Guayaquil,Guayaquil,Guayaquil,-2.1962,-79.8862,1,Expreso,National,"On 15 September 2020, in Guayaquil, Guayas, dozens of neighbors of Socio Vivienda program staged a demonstration outside the North Judicial Offices in the km 8.5 of the Daule highway, to demand from authorities the legalization of their houses. [size=dozens]",0,1600726063,ECU
7228724,218,ECU696,696,2020-09-14,2020,1,Protests,Peaceful protest,Protesters (Ecuador),FEUE: Federation of University Students of Ecuador; Students (Ecuador),6,,,0,60,South America,Ecuador,Azuay,Cuenca,Cuenca,Cuenca,-2.9006,-79.0045,1,El Mercurio (Ecuador),National,"On 14 September 2020, in Cuenca, Azuay, dozens of students members of the Federation of University Students of Ecuador (FEUE) staged a demonstration in Calderon Park, in front of the Azuay Provincial government offices, to reject the public universities budget cuts implemented by the government, due to the economic impact of the coronavirus pandemic lockdown measures. [size=dozens]",0,1600726063,ECU
7228775,218,ECU697,697,2020-09-14,2020,1,Protests,Peaceful protest,Protesters (Ecuador),Health Workers (Ecuador),6,,,0,60,South America,Ecuador,Guayas,Guayaquil,Guayaquil,Guayaquil,-2.1962,-79.8862,1,Expreso,National,"On 14 September 2020, in Guayaquil, Guayas, a group of health workers and citizens staged a demonstration in Vicente Rocafuerte square, to demand the president to reinstate the Higene Institute Izquieta Perez, that was previously divided into two entities, since they claim that the entity is not fulfilling its required obligations. [size=no report]",0,1600726063,ECU
7228778,218,ECU698,698,2020-09-14,2020,1,Protests,Peaceful protest,Protesters (Ecuador),Labour Group (Ecuador),6,,,0,60,South America,Ecuador,Guayas,Guayaquil,Guayaquil,Guayaquil,-2.1962,-79.8862,1,Expreso,National,"On 14 September 2020, in Guayaquil, Guayas, a group of night club and bar owners staged a demonstration outside the Town Hall of the city to demand authorities to let them open their businesses again, which were closed due to the coronavirus pandemic lockdown measures. [size=no report]",0,1600726063,ECU
7228779,218,ECU699,699,2020-09-14,2020,1,Protests,Peaceful protest,Protesters (Ecuador),Students (Ecuador),6,,,0,60,South America,Ecuador,Pichincha,Quito,Quito,Quito,-0.2299,-78.5250,1,Expreso,National,"On 14 September 2020, in Quito, Pichincha, members of student unions marched throught the northern area of the city to demand the resignation of the Finance and Economics minister, who reduced the budget to public universities due to the economic impact of the coronavirus pandemic lockdown measures. [size=no report]",0,1600726063,ECU
7209408,218,ECU695,695,2020-09-08,2020,1,Protests,Peaceful protest,Protesters (Ecuador),Health Workers (Ecuador),6,,,0,60,South America,Ecuador,Tungurahua,Ambato,Ambato,Ambato,-1.2491,-78.6168,1,El Heraldo (Ecuador),National,"On 8 September 2020, in Ambato, Tungurahua, a group of health workers staged a demonstration outside the Tungurahua Provincial Government offices to complain about owed payments. [size=no report]",0,1600119127,ECU
7209474,218,ECU692,692,2020-09-07,2020,1,Protests,Peaceful protest,Protesters (Ecuador),Labour Group (Ecuador),6,,,0,60,South America,Ecuador,Guayas,Guayaquil,Guayaquil,Guayaquil,-2.1962,-79.8862,1,Expreso,National,"On 7 September 2020, in Guayaquil, Guayas, more than 500 urban bus drivers staged a demonstration on 25 de Julio avenue to demand from the government the reduction of the fees for the renewed bus units. They claimed they are unable to pay the full fees, since the number of passengers reduced during the coronavirus pandemic. [size=more than 500]",0,1600119128,ECU
7209383,218,ECU693,693,2020-09-07,2020,1,Protests,Peaceful protest,Protesters (Ecuador),Independent Politicians (Ecuador),6,Protesters (Ecuador),,6,66,South America,Ecuador,Guayas,Guayaquil,Guayaquil,Guayaquil,-2.1962,-79.8862,1,El Comercio (Ecuador),National,"On 7 September 2020, in Guayaquil, Guayas, a group of supporters of the former president Rafael Correa (no party) and a group against the president staged demonstrations outside the Guayas Provincial Court while the judgement of corruption of the former president was being carried out in Quito. [size=no report]",0,1600119127,ECU
7209464,218,ECU694,694,2020-09-07,2020,1,Protests,Peaceful protest,Protesters (Ecuador),Government of Ecuador (2007-),6,,,0,60,South America,Ecuador,Esmeraldas,Quininde,Rosa Zarate,Rosa Zarate,0.3278,-79.4741,1,El Universo (Ecuador),National,"On 7 September 2020, in Rosa Zarate, Esmeraldas, a group of rural communities and parish government presidents staged a demonstration marching through the streets of the city to demand the approval of basic services projects for rural sectors, which have been opposed by council members. [size=no report]",0,1600119128,ECU
7185374,218,ECU691,691,2020-09-04,2020,1,Protests,Peaceful protest,Protesters (Ecuador),,6,,,0,60,South America,Ecuador,Guayas,Guayaquil,Guayaquil,Guayaquil,-2.1962,-79.8862,1,Expreso,National,"On 4 September 2020, in Guayaquil, Guayas, more than 100 neighbors of Victoria Club urbanization staged a demonstration to demand the legalization of their land tittle deeds from the construction company. [size=more than 100]",0,1599517446,ECU
7185334,218,ECU690,690,2020-09-03,2020,1,Protests,Peaceful protest,Protesters (Ecuador),Labour Group (Ecuador); Farmers (Ecuador),6,,,0,60,South America,Ecuador,Guayas,Samborondon,Samborondon,Samborondon,-2.1422,-79.8647,1,El Universo (Ecuador),National,"On 3 September 2020, in Samborondon, Guayas, a group of representatives of the rice farming sector staged a demonstration by blocking the highway, to demand the removal of the price control to their products. The demonstration happened during the coronavirus lockdown measures. [size=no report]",0,1599517446,ECU
7185340,218,ECU688,688,2020-09-03,2020,1,Protests,Peaceful protest,Protesters (Ecuador),Labour Group (Ecuador); Farmers (Ecuador),6,,,0,60,South America,Ecuador,Guayas,Nobol,Narcisa de Jesus,Nobol,-1.9167,-80.0167,1,El Universo (Ecuador),National,"On 3 September 2020, in Nobol, Guayas, a group of representatives of the rice farming sector staged a demonstration to demand the removal of the price control to their products. The demonstration happened during the coronavirus lockdown measures. [size=no report]",0,1599517446,ECU
7185341,218,ECU689,689,2020-09-03,2020,1,Protests,Peaceful protest,Protesters (Ecuador),Labour Group (Ecuador); Farmers (Ecuador),6,,,0,60,South America,Ecuador,Guayas,Palestina,Palestina,Palestina,-1.6291,-79.9807,1,El Universo (Ecuador),National,"On 3 September 2020, in Palestina, Guayas, a group of representatives of the rice farming sector staged a demonstration to demand the removal of the price control to their products. The demonstration happened during the coronavirus lockdown measures. [size=no report]",0,1599517446,ECU
7185342,218,ECU687,687,2020-09-03,2020,1,Protests,Peaceful protest,Protesters (Ecuador),Labour Group (Ecuador); Farmers (Ecuador),6,,,0,60,South America,Ecuador,Guayas,Naranjal,Naranjal,Naranjal,-2.6736,-79.6183,2,El Universo (Ecuador),National,"On 3 September 2020, in Naranjal Municipality, Guayas, a group of representatives of the rice farming sector staged a demonstration by blocking the 11 km of the highway that leads to Naranjal city, near Taura sector, to demand the price control to their products to be removed. The demonstration happened during the coronavirus lockdown measures. [size=no report]",0,1599517446,ECU
7185343,218,ECU685,685,2020-09-03,2020,1,Protests,Peaceful protest,Protesters (Ecuador),Farmers (Ecuador),6,,,0,60,South America,Ecuador,Los Rios,Babahoyo,Babahoyo,Babahoyo,-1.8022,-79.5344,1,El Universo (Ecuador),National,"On 3 September 2020, in Babakoto, Los Rios, hundreds of farmers from different sectors of the province staged a demonstration by marching towards the provincial government offices to demand increase of prices of their products. [size=hundreds]",0,1599517446,ECU
7185344,218,ECU686,686,2020-09-03,2020,1,Protests,Peaceful protest,Protesters (Ecuador),Farmers (Ecuador),6,,,0,60,South America,Ecuador,Guayas,Salitre,El Salitre,El Salitre,-1.8304,-79.8127,1,El Universo (Ecuador),National,"On 3 September 2020, in Salitre, Guayas, a group of representatives of the rice farming sector staged a demonstration to demand the price control to their products to be removed. The demonstration happened during the coronavirus lockdown measures. [size=no report]",0,1599517446,ECU
7185004,218,ECU682,682,2020-09-02,2020,1,Protests,Peaceful protest,Protesters (Ecuador),Former Military Forces of Ecuador (2007-),6,,,0,60,South America,Ecuador,Guayas,Guayaquil,Guayaquil,Guayaquil,-2.1962,-79.8862,1,El Comercio (Ecuador),National,"On 2 September 2020, in Guayaquil, Guayas, a group of retired military forces from the Military Social Security Institute (ISSFA) staged a demonstration in front of the ISSFA offices in the center of the city to demand on time payments of their retirement funds. [size=no report]",0,1599517445,ECU
7185028,218,ECU683,683,2020-09-02,2020,1,Protests,Peaceful protest,Protesters (Ecuador),Labour Group (Ecuador),6,,,0,60,South America,Ecuador,Pichincha,Quito,Quito,Quito,-0.2299,-78.5250,1,El Comercio (Ecuador),National,"On 2 September 2020, in Quito, Pichincha, around 40 workers of the Metropolitan Public Sanitation Company (EMASEO) staged a demonstration outside the Judiciary Court in the north of the city to complain about the judge decision of not terminating the contract between EMASEO and a private company, and to deny the fees to be charged to the company for providing low quality machinery. [size=around 40]",0,1599517445,ECU
7185029,218,ECU684,684,2020-09-02,2020,1,Protests,Protest with intervention,Protesters (Ecuador),Labour Group (Ecuador),6,Police Forces of Ecuador (2007-),,1,16,South America,Ecuador,Pichincha,Quito,Quito,Quito,-0.2299,-78.5250,1,El Comercio (Ecuador),National,"On 2 September 2020, in Quito, Pichincha, a group of government suppliers staged a demonstration outside the Government Platform to demand payments for their services owed for several months. Police forces intervened and dispersed the demonstrators with tear gas bombs. [size=no report]",0,1599517445,ECU
7185373,218,ECU681,681,2020-09-02,2020,1,Protests,Peaceful protest,Protesters (Ecuador),,6,,,0,60,South America,Ecuador,Guayas,Guayaquil,Guayaquil,Guayaquil,-2.1962,-79.8862,1,Expreso,National,"On 2 September 2020, in Guayaquil, Guayas, close to 20 social collectives and activists staged a demonstration on Centenario park to demand on time payments to public workers, quality education, among other demands, during the coronavirus pandemic lockdown measures. [size=close to 20]",0,1599517446,ECU
7185016,218,ECU680,680,2020-09-01,2020,1,Protests,Peaceful protest,Protesters (Ecuador),Labour Group (Ecuador),6,,,0,60,South America,Ecuador,Pichincha,Quito,Quito,Quito,-0.2299,-78.5250,1,El Comercio (Ecuador),National,"On 1 September 2020, in Quito, Pichincha, neighbors and shop owners of the center of the city staged a demonstration in Grande square near the Municipal government offices against the increasing levels of insecurity in the sector. [size=no report]",0,1599517445,ECU
7185338,218,ECU679,679,2020-09-01,2020,1,Protests,Peaceful protest,Protesters (Ecuador),UNE: National Union of Educators; Teachers (Ecuador),6,,,0,60,South America,Ecuador,Guayas,Guayaquil,Guayaquil,Guayaquil,-2.1962,-79.8862,1,El Universo (Ecuador),National,"On 1 September 2020, in Guayaquil, Guayas, more than 100 teachers and leaders of the National Union of Educators (UNE) staged a demonstration in different streets of the center of the city and outside the Ombudsman offices to demand on time payments of their salaries during the coronavirus pandemic lockdown measures. [size=more than 100]",0,1599517446,ECU
7184999,218,ECU677,677,2020-08-31,2020,1,Protests,Peaceful protest,Protesters (Ecuador),Government of Ecuador (2007-),6,,,0,60,South America,Ecuador,Morona Santiago,Morona,Macas,Macas,-2.3050,-78.1178,1,El Comercio (Ecuador),National,"On 31 August 2020, in Macas, Morona Santiago, 12 municipal mayors of Morona Santiago province and public workers staged a demonstration in the city to reject the reduction in assigned budgets to the municipal governments, due to the economic impact of the coronavirus pandemic, and to complain about the assigned money owed by the government. [size=at least 12]",0,1599517445,ECU
7185030,218,ECU678,678,2020-08-31,2020,1,Protests,Peaceful protest,Protesters (Ecuador),Labour Group (Ecuador),6,,,0,60,South America,Ecuador,Cotopaxi,Salcedo,San Miguel,San Miguel de Salcedo,-1.0440,-78.5911,1,El Comercio (Ecuador),National,"On 31 August 2020, in San Miguel de Salcedo, Cotopaxi, a group of merchants staged a demonstration outside the municipal government offices to demand the mayor to reopen the Eloy Alfaro square market for them to work. The market was closed due to the coronavirus pandemic lockdown measures. [size=no report]",0,1599517445,ECU
7185335,218,ECU676,676,2020-08-31,2020,1,Protests,Peaceful protest,Protesters (Ecuador),Farmers (Ecuador); Indigenous Group (Ecuador),6,,,0,60,South America,Ecuador,Imbabura,Cotacachi,Cotacachi,Cotacachi,0.2989,-78.2649,1,El Universo (Ecuador),National,"On 31 August 2020, in Cotacachi, Imbabura, around 500 members of the Cotacachi Farmers and Indigenous Organization Union staged a demonstration outside the municipality government offices to complain abut the mayor, claiming he has not provided an economic reactivation plan for the city due to the economic impact of the coronavirus pandemic lockdown measures. [size=around 500]",0,1599517446,ECU
7185021,218,ECU675,675,2020-08-28,2020,1,Protests,Peaceful protest,Protesters (Ecuador),Labour Group (Ecuador),6,,,0,60,South America,Ecuador,Pichincha,Quito,Quito,Quito,-0.2299,-78.5250,1,El Comercio (Ecuador),National,"On 28 August 2020, in Quito, Pichincha, 160 merchants from Carcelen and Quitumbe bus stations staged a demonstration in the Simon Bolivar monument to demand the resumption of transportation services, which have been halted because of the coronavirus pandemic. [size=160]",0,1599517445,ECU
7184780,218,ECU674,674,2020-08-28,2020,1,Protests,Peaceful protest,Protesters (Ecuador),Labour Group (Ecuador),6,,,0,60,South America,Ecuador,Loja,Loja,Loja,Loja,-3.9931,-79.2042,1,Cronica (Ecuador),National,"On 28 August 2020, in Loja city, a group of members of the Loja Municipality Workers Union staged a demonstration outside the union offices to demand the removal of the general secretary after two terms, claiming he intends to surpass his second term and continue in his position for two more years. [size=no report]",0,1599517445,ECU
7185376,218,ECU673,673,2020-08-27,2020,1,Protests,Protest with intervention,Protesters (Ecuador),UNE: National Union of Educators; Teachers (Ecuador),6,Police Forces of Ecuador (2007-),,1,16,South America,Ecuador,Guayas,Guayaquil,Guayaquil,Guayaquil,-2.1962,-79.8862,1,Expreso,National,"On 27 August 2020, in Guayaquil, Guayas, more than 100 teachers and members of the National Union of Educators (UNE) staged a demonstration outside San Francisco church and blocked the intersection between 9 de Octubre and Pedro Carbo streets. They demanded payments owed by the government for 2 months, during the coronavirus pandemic. Police forces intervened and dispersed the demonstrators. [size=more than 100]",0,1599517446,ECU
7185330,218,ECU672,672,2020-08-26,2020,1,Protests,Peaceful protest,Protesters (Ecuador),Teachers (Ecuador),6,,,0,60,South America,Ecuador,Guayas,Guayaquil,Guayaquil,Guayaquil,-2.1962,-79.8862,1,El Universo (Ecuador),National,"On 26 August 2020, in Guayaquil, Guayas, a group of teachers staged a demonstration outside Los Vergeles school to demand the government to pay their owed salaries of two months, during the coronavirus pandemic lockdown measures. [size=no report]",0,1599517446,ECU
7185024,218,ECU669,669,2020-08-25,2020,1,Riots,Violent demonstration,Rioters (Ecuador),,5,Police Forces of Ecuador (2007-),,1,15,South America,Ecuador,Imbabura,Pimampiro,Pimampiro,Buenos Aires,0.3341,-77.9424,1,El Comercio (Ecuador),National,"On 25 August 2020, in Buenos Aires, Imbabura, a group of citizens burned the camp site that was installed by a mining company in Santa Lucia community. Police forces tried to control the demonstrations but were not able to stop the citizens. [size=no report]",0,1599517445,ECU
7185026,218,ECU671,671,2020-08-25,2020,1,Protests,Peaceful protest,Protesters (Ecuador),,6,,,0,60,South America,Ecuador,Pichincha,Quito,Quito,Quito,-0.2299,-78.5250,1,El Comercio (Ecuador),National,"On 25 August 2020, in Quito, Pichincha, a group of approximately 20 neighbors of Tola Nueva staged a demonstration by blocking the Velasco Ibarra avenue, against the municipal decision of closing a urban flower garden in the sector. [size=approximately 20]",0,1599517445,ECU
7184782,218,ECU670,670,2020-08-25,2020,1,Protests,Peaceful protest,Protesters (Ecuador),Government of Ecuador (2007-),6,,,0,60,South America,Ecuador,Loja,Loja,Loja,Loja,-3.9931,-79.2042,1,Cronica (Ecuador),National,"On 25 August 2020, in Loja city, approximately 50 delegations of rural parish governments marched towards the Loja government offices to reject the budget cuts and the delays of budget allocation due to the coronavirus pandemic. The economic impact of the pandemic delayed the central government from allocating budget to provincial and municipal governments. [size=approximately 50 delegations]",0,1599517445,ECU
7185010,218,ECU664,664,2020-08-24,2020,1,Protests,Peaceful protest,Protesters (Ecuador),Labour Group (Ecuador),6,,,0,60,South America,Ecuador,Azuay,Cuenca,Cuenca,Cuenca,-2.9006,-79.0045,1,El Comercio (Ecuador),National,"On 24 August 2020, in Cuenca, Azuay, dozens of interdistrict and interprovincial bus drivers staged a demonstration to demand the government and municipal authorities to allow them to return to their routes, which were stopped due to the coronavirus lockdown measures. [size=dozens]",0,1599517445,ECU
7185011,218,ECU665,665,2020-08-24,2020,1,Protests,Peaceful protest,Protesters (Ecuador),Health Workers (Ecuador),6,,,0,60,South America,Ecuador,Guayas,Guayaquil,Guayaquil,Guayaquil,-2.1962,-79.8862,1,El Comercio (Ecuador),National,"On 24 August 2020, in Guayaquil, Guayas, dozens of health workers marched from the Health Zone Coordination in the north of the city, towards the Provincial Government offices in the center of the city, to demand payment of their salaries owed from the last month, since they have been working during the coronavirus pandemic lockdown measures. [size=dozens]",0,1599517445,ECU
7185022,218,ECU667,667,2020-08-24,2020,1,Protests,Peaceful protest,Protesters (Ecuador),Labour Group (Ecuador),6,,,0,60,South America,Ecuador,Galapagos,Santa Cruz,Puerto Ayora,Puerto Ayora,-0.7392,-90.3165,2,El Comercio (Ecuador),National,"On 24 August 2020, in Puerto Ayora municipality, Galapagos, a group of transport workers blocked the highway that connects the Baltra airport with Puerto Ayora, against the economic crisis the islands have been suffering during the coronavirus pandemic. [size=no report]",0,1599517445,ECU
7185025,218,ECU666,666,2020-08-24,2020,1,Protests,Peaceful protest,Protesters (Ecuador),Labour Group (Ecuador),6,,,0,60,South America,Ecuador,Loja,Loja,Loja,Loja,-3.9931,-79.2042,1,El Comercio (Ecuador),National,"On 24 August 2020, in Loja city, dozens of interdistrict and interprovincial bus drivers staged a demonstration to demand the government and municipal authorities to allow them to return to their routes that were stopped due to the coronavirus lockdown measures. [size=dozens]",0,1599517445,ECU
7185027,218,ECU668,668,2020-08-24,2020,1,Protests,Peaceful protest,Protesters (Ecuador),Labour Group (Ecuador),6,,,0,60,South America,Ecuador,Pichincha,Quito,Quito,Quito,-0.2299,-78.5250,1,El Comercio (Ecuador),National,"On 24 August 2020, in Quito, Pichincha, around 100 delivery workers staged a demonstration and led a motorcade from the Financial Platform towards the National Assembly to demand a fair payment and more medical supplies to carry out their jobs during the coronavirus pandemic. [size=around 100]",0,1599517445,ECU
7185337,218,ECU663,663,2020-08-19,2020,1,Protests,Peaceful protest,Protesters (Ecuador),Labour Group (Ecuador),6,,,0,60,South America,Ecuador,Esmeraldas,Esmeraldas,Esmeraldas,Esmeraldas,0.9592,-79.6540,1,El Universo (Ecuador),National,"On 19 August 2020, in Esmeraldas city, a group of department leaders and workers of the Esmeraldas municipality staged a demonstration marching from the Civica square towards the Esmeralda Government offices, to demand payment of their salaries that have been owed for 3 months. They claimed they have not been paid even if they continued working during the coronavirus lockdown measures. [size=no report]",0,1599517446,ECU
