data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7228660,862,VEN5200,5200,2020-09-17,2020,1,Protests,Peaceful protest,Protesters (Venezuela),,6,,,0,60,South America,Venezuela,Falcon,San Francisco,,Mirimire,11.1606,-68.7269,1,Efecto Cocuyo,National,"On 17 September 2020, in Mirimire, San Francisco municipality, Falcon state, a group of residents blocked a road to demand potable water in the area. [size=no report]",0,1600726063,VEN
7228736,862,VEN5187,5187,2020-09-16,2020,1,Violence against civilians,Attack,Police Forces of Venezuela (1999-),,1,Civilians (Venezuela),,7,17,South America,Venezuela,Sucre,Bermudez,,Carupano,10.6427,-63.2555,1,El Pitazo,National,"On 16 September 2020, in Carupano, Sucre state, eight CICPC officers entered a house in the Manuel Salvador Salinas de El Muco neighborhood and shot dead a man. The motive of the attack is unknown. 1 fatality.",1,1600726063,VEN
7228738,862,VEN5190,5190,2020-09-16,2020,1,Protests,Peaceful protest,Protesters (Venezuela),,6,,,0,60,South America,Venezuela,Zulia,Machiques de Perija,,Machiques,10.0608,-72.5521,1,El Pitazo,National,"On 16 September 2020, in Machiques de Perija, Zulia state, residents from the Bartolome de las Casas parish protested due to the lack of basic services such as electric power, fuel, and the recollection of trash. [size=no report]",0,1600726063,VEN
7228744,862,VEN5186,5186,2020-09-16,2020,1,Protests,Peaceful protest,Protesters (Venezuela),Teachers (Venezuela),6,,,0,60,South America,Venezuela,Distrito Capital,Libertador,,Caracas,10.4829,-66.9036,1,El Pitazo,National,"On 16 September 2020, in the Libertador municipality, Caracas, Distrito Capital, a group of teachers protested to demand the payment of labor rights and benefits. Teachers informed that they do not have the necessary resources to go back to school for next the academic year. [size=no report]",0,1600726063,VEN
7228748,862,VEN5188,5188,2020-09-16,2020,1,Protests,Peaceful protest,Protesters (Venezuela),Teachers (Venezuela),6,,,0,60,South America,Venezuela,Zulia,Lagunillas,,Ciudad Ojeda,10.2016,-71.3148,1,El Pitazo,National,"On 16 September 2020, in Ciudad Ojeda, Zulia state, at least 20 teachers protested to demand the payment of labor rights and benefits. Teachers demanded better salaries and health insurance. [size=at least 20]",0,1600726063,VEN
7228561,862,VEN5189,5189,2020-09-16,2020,1,Protests,Peaceful protest,Protesters (Venezuela),Health Workers (Venezuela),6,,,0,60,South America,Venezuela,Sucre,Sucre,,Cumana,10.4540,-64.1826,1,Cronica Uno; La Patilla,National,"On 16 September 2020, in Cumana, Sucre state, health workers from the University Hospital Antonio Patricio de Alcala protested to demand public transportation. Protesters informed that due to the lack of transportation they cannot fulfill their guard shifts. [size=no report]",0,1600726062,VEN
7228921,862,VEN5191,5191,2020-09-16,2020,1,Riots,Violent demonstration,Rioters (Venezuela),,5,,,0,50,South America,Venezuela,Vargas,Naiguata,,Naiguata,10.6199,-66.7398,1,La Voz,National,"On 16 September 2020, in Naiguata, Vargas state, a group of people demonstrated at two service stations to demand fuel. Rioters demonstrated with bags full with stones. Municipal police officers and GNB officers were present. [size=no report]",0,1600726063,VEN
7228739,862,VEN5181,5181,2020-09-15,2020,1,Riots,Violent demonstration,Rioters (Venezuela),,5,,,0,50,South America,Venezuela,Zulia,Rosario de Perija,,La Villa del Rosario,10.3258,-72.3134,2,El Pitazo,National,"On 15 September 2020, in the Rosario de Perija municipality, Zulia state, around 100 residents blocked a road with tires, branches, and empty gas containers due to the lack of domestic gas, in the San Juan sector. The road leads to the Machiques municipality. Residents demonstrated amid the quarantine implemented due to the coronavirus. [size=around 100]",0,1600726063,VEN
7228740,862,VEN5178,5178,2020-09-15,2020,1,Protests,Peaceful protest,Protesters (Venezuela),Labour Group (Venezuela),6,,,0,60,South America,Venezuela,Anzoategui,Bolivar,,Barcelona,10.1363,-64.6862,1,El Pitazo,National,"On 15 September 2020, in Barcelona, Anzoategui state, workers from the national oil company PDVSA protested to demand better salaries and labor benefits. Protesters informed that 5,000 oil barrels are produced each day at the Jose Antonio Anzoategui Petrochemical Complex. Protesters demanded more information about these production given the lack of fuel at service stations. [size=no report]",0,1600726063,VEN
7228742,862,VEN5180,5180,2020-09-15,2020,1,Protests,Excessive force against protesters,Protesters (Venezuela),Government of Venezuela (1999-) National Assembly,6,Military Forces of Venezuela (1999-) GNB: Venezuelan National Guard,,1,16,South America,Venezuela,Zulia,Jesus Enrique Lossada,,La Concepcion,10.6374,-71.8331,1,El Pitazo,National,"On 15 September 2020, in La Concepcion, Jesus Enrique Lossada municipality, Zulia state, residents from various communities protested in front of the office of the state electric company Corpoelec to demand electric power. A deputy of the National Assembly was present in the protest. National Guard officers (GNB) fired pellets against protesters. 12 protesters were arrested and several protesters were injured and sent to hospitals. [size=at least 12]",0,1600726063,VEN
7228758,862,VEN5184,5184,2020-09-15,2020,1,Protests,Peaceful protest,Protesters (Venezuela),Labour Group (Venezuela),6,,,0,60,South America,Venezuela,Anzoategui,Sotillo,,Puerto La Cruz,10.2138,-64.6328,1,El Tiempo (Venezuela),National,"On 15 September 2020, in Puerto La Cruz, Anzoategui state, active workers and pensioners from the state oil company PDVSA protested to demand better salaries and pensions, and labor benefits. [size=no report]",0,1600726063,VEN
7228652,862,VEN5182,5182,2020-09-15,2020,2,Strategic developments,Looting/property destruction,Military Forces of Venezuela (1999-),,1,Unidentified Gang and/or Colectivo,,3,13,South America,Venezuela,Zulia,Machiques de Perija,,Machiques,10.0608,-72.5521,2,Diario Panorama,Subnational,"Around 15 September 2020 (as reported), in a rural area of Machiques de Perija, Zulia state, military officers seized and afterwards burnt down a plane with American registration, which was suspected of being used for drug trafficking.",0,1600726063,VEN
7228908,862,VEN5185,5185,2020-09-15,2020,1,Protests,Peaceful protest,Protesters (Venezuela),Labour Group (Venezuela),6,,,0,60,South America,Venezuela,Falcon,Carirubana,,Punta Cardon,11.6378,-70.2076,1,La Patilla,National,"On 15 September 2020, in Punta Cardon, Falcon state, workers from a state refinery protested against the government of President Nicolas Maduro, and to demand better salaries and better working conditions. [size=no report]",0,1600726063,VEN
7228909,862,VEN5183,5183,2020-09-15,2020,1,Protests,Peaceful protest,Protesters (Venezuela),,6,,,0,60,South America,Venezuela,Aragua,Girardot,,Maracay,10.2354,-67.5911,1,La Patilla,National,"On 15 September 2020, in Maracay, Aragua state, a group of motorcyclists protested at the service station Los Cedros due to the lack of fuel. [size=no report]",0,1600726063,VEN
7228655,862,VEN5179,5179,2020-09-15,2020,1,Protests,Peaceful protest,Protesters (Venezuela),Labour Group (Venezuela),6,,,0,60,South America,Venezuela,Bolivar,Caroni,,Ciudad Guayana,8.2950,-62.7191,1,Diario Primicia,Subnational,"On 15 September 2020, in Ciudad Guayana, Bolivar state, a group of workers from the Guayana Iron and Steel Complex protested to demand labor benefits and changes of the management within the company. [size=no report]",0,1600726063,VEN
7228659,862,VEN5177,5177,2020-09-15,2020,1,Protests,Peaceful protest,Protesters (Venezuela),,6,,,0,60,South America,Venezuela,Portuguesa,Paez,,Acarigua,9.5545,-69.1956,1,Efecto Cocuyo,National,"On 15 September 2020, in Acarigua, Portuguesa state, a group of people protested to demand the distribution of fuel after 17 days waiting for gasoline. [size=no report]",0,1600726063,VEN
7228717,862,VEN5167,5167,2020-09-14,2020,1,Protests,Peaceful protest,Protesters (Venezuela),,6,,,0,60,South America,Venezuela,Lara,Iribarren,,Barquisimeto,10.0647,-69.3570,1,El Impulso,Subnational,"On 14 September 2020, in Barquisimeto, Lara state, people protested at the service station Jose Gil Fortoul to demand fuel. Protesters informed that even with a distribution schedule, security forces decided to provide fuel only to public officials. [size=no report]",0,1600726063,VEN
7228730,862,VEN5168,5168,2020-09-14,2020,1,Protests,Peaceful protest,Protesters (Venezuela),Labour Group (Venezuela),6,,,0,60,South America,Venezuela,Sucre,Bermudez,,Carupano,10.6427,-63.2555,1,El Pitazo,National,"On 14 September 2020, in Carupano, Sucre state, a group of informal merchants protested to reject the policies implemented at the local market after the spread of the coronavirus. Protesters demanded more hours per day to work at the local market. [size=no report]",0,1600726063,VEN
7228731,862,VEN5169,5169,2020-09-14,2020,1,Protests,Peaceful protest,Protesters (Venezuela),Health Workers (Venezuela),6,,,0,60,South America,Venezuela,Bolivar,Caroni,,Ciudad Guayana,8.2950,-62.7191,1,El Pitazo,National,"On 14 September 2020, in Puerto Ordaz-Ciudad Guayana, Bolivar state, a group of doctors and nurses from the Uyapar hospital protested to reject the arrest of a doctor and a nurse by FAES officers. Police officers had accused the doctor and the nurse of stealing medicines from the hospital. Protesters denied they were stealing medicines. [size=no report]",0,1600726063,VEN
7228732,862,VEN5170,5170,2020-09-14,2020,1,Protests,Peaceful protest,Protesters (Venezuela),Teachers (Venezuela),6,,,0,60,South America,Venezuela,Sucre,Sucre,,Cumana,10.4540,-64.1826,1,El Pitazo,National,"On 14 September 2020, in Cumana, Sucre state, teachers protested to demand better conditions for the start of the academic year. Teachers informed that 27,000 teachers in Sucre state do not have internet which makes online classes more difficult for them and their students. The Sucre State Educational Zone demanded teachers to teach online given the spread of the coronavirus. [size=no report]",0,1600726063,VEN
7228733,862,VEN5171,5171,2020-09-14,2020,1,Protests,Peaceful protest,Protesters (Venezuela),,6,,,0,60,South America,Venezuela,Miranda,Zamora,,Guatire,10.4740,-66.5424,1,El Pitazo,National,"On 14 September 2020, in Guatire, Miranda state, two groups of people blocked the Guanare-Guatire highway and a road in the El Desvio sector to demand the distribution of fuel. [size=no report]",0,1600726063,VEN
7228734,862,VEN5172,5172,2020-09-14,2020,1,Riots,Violent demonstration,Rioters (Venezuela),,5,,,0,50,South America,Venezuela,Zulia,Maracaibo,,Maracaibo,10.6666,-71.6125,1,El Pitazo,National,"On 14 September 2020, in Maracaibo, Zulia state, at least 200 residents demonstrated an built a blockage with debris, trash, and tires to reject more than 12 hours each day without electric power. Residents demand a solution from the state electric power company Corpoelec and local authorities. [size=at least 200]",0,1600726063,VEN
7228735,862,VEN5173,5173,2020-09-14,2020,1,Riots,Violent demonstration,Rioters (Venezuela),,5,,,0,50,South America,Venezuela,Zulia,San Francisco,,San Francisco,10.5545,-71.7061,1,El Pitazo,National,"On 14 September 2020, in San Francisco, Zulia state, residents demonstrated and build a blockage with debris, trash, and tires to reject more than 12 hours each day without electric power. Residents demand a solution from the state electric power company Corpoelec and local authorities. [size=no report]",0,1600726063,VEN
7228737,862,VEN5175,5175,2020-09-14,2020,1,Protests,Peaceful protest,Protesters (Venezuela),Health Workers (Venezuela); Labour Group (Venezuela),6,,,0,60,South America,Venezuela,Trujillo,Valera,,Valera,9.3206,-70.6077,1,El Pitazo,National,"On 14 September 2020, in Valera, Trujillo state, doctors, nurses, and administrative workers from the Valera hospital protested to demand a salary increase. [size=no report]",0,1600726063,VEN
7228994,862,VEN5176,5176,2020-09-14,2020,1,Protests,Peaceful protest,Protesters (Venezuela),,6,,,0,60,South America,Venezuela,Guarico,Leonardo Infante,,Valle De La Pascua,9.2155,-66.0073,1,Reporte YA,National,"On 14 September 2020, in Valle de La Pascua, Guarico state, residents from the El Palmar I, II, and III protested due to the continuous electric shutdowns. [size=no report]",0,1600726063,VEN
7228911,862,VEN5174,5174,2020-09-14,2020,1,Protests,Peaceful protest,Protesters (Venezuela),,6,,,0,60,South America,Venezuela,Carabobo,Valencia,,Valencia,10.1620,-68.0077,1,La Patilla,National,"On 14 September 2020, in Valencia, Carabobo state, a group of people protested at the service station Lomas de Funvial to demand the distribution of gasoline. [size=no report]",0,1600726063,VEN
7228715,862,VEN5165,5165,2020-09-12,2020,1,Protests,Peaceful protest,Protesters (Venezuela),,6,,,0,60,South America,Venezuela,Lara,Iribarren,,Barquisimeto,10.0647,-69.3570,1,El Impulso,Subnational,"On 12 September 2020, in Barquisimeto, Lara state, residents from the Veragacha sector protested with placards after spending five months without domestic gas. Protesters informed that they have cooked with firewood which is causing respiratory problems on some residents. [size=no report]",0,1600726063,VEN
7228716,862,VEN5166,5166,2020-09-12,2020,1,Protests,Peaceful protest,Protesters (Venezuela),,6,,,0,60,South America,Venezuela,Lara,Moran,,El Tocuyo,9.7871,-69.7929,1,El Impulso,Subnational,"On 12 September 2020, in El Tocuyo, Lara state, more than 100 people marched to demand a solution for the lack of basic services such as electric power, potable water, domestic gas, and public transportation. [size=more than 100]",0,1600726063,VEN
7209295,862,VEN5160,5160,2020-09-11,2020,1,Riots,Violent demonstration,Rioters (Venezuela),,5,Military Forces of Venezuela (1999-) GNB: Venezuelan National Guard,,1,15,South America,Venezuela,Monagas,Ezequiel Zamora,,El Tejero,9.6388,-63.6726,1,Caraota Digital,National,"On 11 September 2020, in El Tejero, Monagas state, a group of people seized a truck with gasoline during a demonstration to demand the distribuition of fuel. There was a clash with GNB officers, who tried to disperse the group of people with shoots. No injuries reported. [size=no report]",0,1600119127,VEN
7209369,862,VEN5159,5159,2020-09-11,2020,2,Protests,Peaceful protest,Protesters (Venezuela),Labour Group (Venezuela),6,,,0,60,South America,Venezuela,Bolivar,Caroni,,Ciudad Guayana,8.2950,-62.7191,1,Diario Primicia,Subnational,"Around 11 September 2020, in San Felix-Ciudad Guayana, Bolivar state, a group of workers from the Hidrobolivar company protested to demand better salaries and supplies. [size=no report]",0,1600119127,VEN
7209371,862,VEN5158,5158,2020-09-11,2020,1,Protests,Peaceful protest,Protesters (Venezuela),Health Workers (Venezuela),6,,,0,60,South America,Venezuela,Bolivar,Caroni,,Ciudad Guayana,8.2950,-62.7191,1,Diario Primicia,Subnational,"On 11 September 2020, in Ciudad Guayana, Bolivar state, a group of health workers from the Uyapar Hospital protested to reject the arrest of two health workers by FAES officers. Police officers had previously arrested a doctor and a nurse accused of stealing medicines from the hospital. [size=no report]",0,1600119127,VEN
7209633,862,VEN5156,5156,2020-09-11,2020,1,Protests,Peaceful protest,Protesters (Venezuela),,6,,,0,60,South America,Venezuela,Miranda,Sucre,,Caracas-Sucre,10.4863,-66.8081,1,La Patilla,National,"On 11 September 2020, in Sucre municipality, Caracas, Miranda, a group of motorcyclists blocked the Tamanaco Avenue, in El Llanito, to demand the distribution of gasoline. [size=no report]",0,1600119128,VEN
7209415,862,VEN5163,5163,2020-09-11,2020,1,Protests,Protest with intervention,Protesters (Venezuela),,6,Police Forces of Venezuela (1999-) CPNB: National Bolivarian Police,,1,16,South America,Venezuela,Cojedes,Ezequiel Zamora,,San Carlos,9.6612,-68.5827,1,El Nacional (Venezuela),National,"On 11 September 2020, in San Carlos, Cojedes state, a group of CPNB officers dispersed a group of protesters who were demanding fuel, on the Bolivar Avenue. No injuries were reported. [size=no report]",0,1600119127,VEN
7209429,862,VEN5155,5155,2020-09-11,2020,1,Protests,Peaceful protest,Protesters (Venezuela),Labour Group (Venezuela),6,,,0,60,South America,Venezuela,Distrito Capital,Libertador,,Caracas,10.4829,-66.9036,1,El Pitazo,National,"On 11 September 2020, in Libertador municipality, Caracas, Distrito Capital, a group of public transportation drivers protested in Caricuao to demand fuel. Protesters informed that they have not received gasoline in more than five days. [size=no report]",0,1600119127,VEN
7209431,862,VEN5157,5157,2020-09-11,2020,1,Protests,Peaceful protest,Protesters (Venezuela),,6,,,0,60,South America,Venezuela,Bolivar,Caroni,,Ciudad Guayana,8.2950,-62.7191,1,El Pitazo,National,"On 11 September 2020, in Ciudad Guayana, Bolivar state, a group of kidney patients protested to demand treatments. Protesters informed that there is a dialysis unit in Puerto Ordaz that is going to close due to the lack of supplies and medicines. [size=no report]",0,1600119127,VEN
7209437,862,VEN5161,5161,2020-09-11,2020,1,Protests,Peaceful protest,Protesters (Venezuela),Labour Group (Venezuela),6,,,0,60,South America,Venezuela,Anzoategui,Simon Rodriguez,,El Tigre,8.8890,-64.2527,1,El Pitazo,National,"On 11 September 2020, in El Tigre, Anzoategui state, a group of 215 people protested in front of a service station to demand the distribution of fuel, on the Jesus Subero and Rotaria Avenues. [size=215]",0,1600119127,VEN
7209724,862,VEN5162,5162,2020-09-11,2020,1,Protests,Peaceful protest,Protesters (Venezuela),,6,,,0,60,South America,Venezuela,Miranda,Guaicaipuro,,Los Teques,10.3445,-67.0433,1,Una Ventana a la Libertad,Other,"On 11 September 2020, in Los Teques, Miranda state, a group of relatives of prisoners protested since most legal cases have been suspended due to the coronavirus pandemic. Protesters demanded the opening of the judicial activities of various courts. [size=no report]",0,1600119128,VEN
7209375,862,VEN5154,5154,2020-09-10,2020,2,Protests,Peaceful protest,Protesters (Venezuela),,6,,,0,60,South America,Venezuela,Carabobo,Valencia,,Valencia,10.1620,-68.0077,1,El Carabobeno,Subnational,"Around 10 September 2020, in Valencia, Carabobo state, a group of residents from La Florida sector protested since they have not had electricity in two months. Protesters also informed that they have not received domestic gas, potable water, and other basic services. [size=no report]",0,1600119127,VEN
7209632,862,VEN5152,5152,2020-09-10,2020,1,Protests,Peaceful protest,Protesters (Venezuela),,6,,,0,60,South America,Venezuela,Monagas,Maturin,,Maturin,9.7457,-63.1832,1,La Patilla,National,"On 10 September 2020, in Maturin, Monagas state, a group of residents from El Furrial protested to demand for the Governor the distribution of fuel. [size=no report]",0,1600119128,VEN
7209425,862,VEN5151,5151,2020-09-10,2020,1,Protests,Peaceful protest,Protesters (Venezuela),,6,,,0,60,South America,Venezuela,Miranda,Zamora,,Guatire,10.4740,-66.5424,1,El Pitazo,National,"On 10 September 2020, in Guatire, Miranda state, a group of people blocked a national highway to demand the distribution of fuel. Protesters were waiting for two days in front of a service station to receive gasoline. [size=no report]",0,1600119127,VEN
7209433,862,VEN5150,5150,2020-09-10,2020,1,Protests,Excessive force against protesters,Protesters (Venezuela),,6,Military Forces of Venezuela (1999-) GNB: Venezuelan National Guard,Police Forces of Venezuela (1999-) CPNB: National Bolivarian Police,1,16,South America,Venezuela,Monagas,Ezequiel Zamora,,El Tejero,9.6388,-63.6726,1,El Pitazo,National,"On 10 September 2020, in El Tejero, Monagas state, a group of protesters was beaten and 70 people were arrested by GNB and CPNB officers when they were demanding fuel. Several cars were impacted with bullets from the police. No fatalities reported. [size=at least 70]",0,1600119127,VEN
7209434,862,VEN5148,5148,2020-09-10,2020,1,Protests,Peaceful protest,Protesters (Venezuela),Labour Group (Venezuela),6,,,0,60,South America,Venezuela,Zulia,Cabimas,,Cabimas,10.3991,-71.4521,1,El Pitazo,National,"On 10 September 2020, in Cabimas, Zulia state, a group of active workers and pensioners from the state oil company PDVSA protested to demand the reactivation of the health insurance, better salaries and pensions, and better food benefits. [size=no report]",0,1600119127,VEN
7209435,862,VEN5149,5149,2020-09-10,2020,1,Protests,Peaceful protest,Protesters (Venezuela),,6,,,0,60,South America,Venezuela,Bolivar,Caroni,,Ciudad Guayana,8.2950,-62.7191,1,El Pitazo,National,"On 10 September 2020, in Puerto Ordaz-Ciudad Guayana, Bolivar state, a group of relatives of a dentist protested to demand his release. The dentist was arrested by CPNB officers during a protest to demand fuel on September 9. [size=no report]",0,1600119127,VEN
7209436,862,VEN5153,5153,2020-09-10,2020,1,Protests,Peaceful protest,Protesters (Venezuela),,6,,,0,60,South America,Venezuela,Miranda,Los Salias,,San Antonio de Los Altos,10.3885,-66.9518,2,El Pitazo,National,"On 10 September 2020, in San Antonio de Los Altos, Miranda state, a group of people blocked the Panamericana highway, in the direction to Caracas, due to the lack of fuel. [size=no report]",0,1600119127,VEN
7228940,862,VEN5164,5164,2020-09-09,2020,1,Violence against civilians,Attack,Police Forces of Venezuela (1999-) CPNB: National Bolivarian Police,,1,Civilians (Venezuela),,7,17,South America,Venezuela,Distrito Capital,Libertador,,Caracas,10.4829,-66.9036,1,Monitor de Victimas,Local partner-Other,"On 9 September 2020, in the Libertador municipality, Caracas, Distrito Capital, CPNB officers shot dead a man, in the La Pastora sector. The attacked occurred when CPNB officers were looking for an armed man who managed to escape. 1 fatality.",1,1600726063,VEN
7209372,862,VEN5144,5144,2020-09-09,2020,2,Protests,Peaceful protest,Protesters (Venezuela),,6,,,0,60,South America,Venezuela,Bolivar,Caroni,,Ciudad Guayana,8.2950,-62.7191,1,Diario Primicia,Subnational,"Around 9 September 2020, in San Felix-Ciudad Guayana, Bolivar state, a group of residents from the Dona Barbara neighborhood protested to demand the distribution of domestic gas and reject the lack of organization in the community to distribute food and basic services. [size=no report]",0,1600119127,VEN
7209410,862,VEN5142,5142,2020-09-09,2020,1,Protests,Peaceful protest,Protesters (Venezuela),,6,,,0,60,South America,Venezuela,Lara,Iribarren,,Barquisimeto,10.0647,-69.3570,1,El Impulso,Subnational,"On 9 September 2020, in Barquisimeto, Lara state, kidney patients protested on the 23rd street to demand medicines and treatments. Also, on the Los Leones Avenue, a group of people protested to demand the distribution of fuel. Protesters informed that they have been waiting for more than 20 days in a queue. [size=no report]",0,1600119127,VEN
7209417,862,VEN5143,5143,2020-09-09,2020,1,Protests,Protest with intervention,Protesters (Venezuela),,6,Police Forces of Venezuela (1999-) CPNB: National Bolivarian Police,,1,16,South America,Venezuela,Bolivar,Caroni,,Ciudad Guayana,8.2950,-62.7191,1,El Pitazo,National,"On 9 September 2020, in Puerto Ordaz-Ciudad Guayana, Bolivar state, a group of people protested to demand gasoline. A dentist was beaten and arrested by CPNB officers. In San Felix, people blocked streets to demand gasoline. [size=no report]",0,1600119127,VEN
7209420,862,VEN5146,5146,2020-09-09,2020,1,Protests,Peaceful protest,Protesters (Venezuela),,6,,,0,60,South America,Venezuela,Zulia,Maracaibo,,Maracaibo,10.6666,-71.6125,1,El Pitazo,National,"On 9 September 2020, in Maracaibo, Zulia state, a group of at least 30 kidney patients protested in front of the Governor's house due to the lack of fuel, which is impeding them to go to health centers to receive their treatments. [size=at least 30]",0,1600119127,VEN
